Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Volkswagen,2021,T-Cross,SUV,2021 Volkswagen T-Cross 85TSI Life,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,41119,White / Black,"Maroochydore, QLD",3 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,2011,2,Hatchback,2011 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,142232,Green / Black,"West Footscray, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,11990
Ford,2006,FPV,USED Dealer ad,2006 Ford FPV,USED,Automatic,-,Other,Unleaded,-,136150,Grey / -,"Baringa, QLD",-,,,,41499
Toyota,2010,RAV4,Wagon,2010 Toyota RAV4 CV (4X4),USED,Manual,"4 cyl, 2.4 L",Other,-,-,238000,White / -,"Archerfield, QLD",4 cyl,Wagon, 4 Doors,,12500
Mazda,2023,CX-30,Mount Gravatt Mazda New,2023 Mazda CX-30 G20E Evolve M HYB Vision (fwd),NEW,Automatic,"4 cyl, 2 L",Front,Hybrid,6.3 L / 100 km,25,Silver / -,"Mount Gravatt, QLD",4 cyl,SUV, 4 Doors, 5 Seats,41888
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara ST-X (4X2) (sunroof),USED,Automatic,"4 cyl, 2.3 L",Rear,Diesel,6.8 L / 100 km,169014,Grey / -,"Currimundi, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
Holden,2012,Cruze,Sedan,2012 Holden Cruze CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,159317,Red / -,"Point Cook, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,8999
Ford,2017,Escape,SUV,2017 Ford Escape Trend (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,79214,Blue / 2017/07,"Albion, QLD",4 cyl,SUV, 4 Doors, 5 Seats,22950
Audi,2016,A1,Hatchback,2016 Audi A1 Sportback 1.0 Tfsi,USED,Automatic,"3 cyl, 1 L",Front,Premium,4.4 L / 100 km,94967,- / -,"Slacks Creek, QLD",3 cyl,Hatchback, 5 Doors, 5 Seats,19990
Hyundai,2021,I30,Sedan,2021 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7 L / 100 km,35655,White / -,"Noosaville, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,28990
MG,2022,ZST,Browns Plains MG New,2022 MG ZST Excite,NEW,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3 L / 100 km,17,Red / -,"Browns Plains, QLD",3 cyl,SUV, 5 Doors, 5 Seats,31490
Toyota,2007,RAV4,SUV,2007 Toyota RAV4 CV (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,230915,Red / Black,"Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10999
Mazda,2023,CX-8,Mount Gravatt Mazda New,2023 Mazda CX-8 G25 Sport (fwd),NEW,Automatic,"4 cyl, 2.5 L",Front,-,8.1 L / 100 km,25,Red / -,"Mount Gravatt, QLD",4 cyl,SUV, 4 Doors, 7 Seats,46000
Volkswagen,2020,Amarok,Ute / Tray,2020 Volkswagen Amarok TDI550 V6 Core 4Motion,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.1 L / 100 km,102371,White / Black,"Maroochydore, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,42990
Toyota,2014,Yaris,Hatchback,2014 Toyota Yaris YRS,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.3 L / 100 km,137467,Red / Black,"Moorooka, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,13500
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,26001,White / -,"Noosaville, QLD",4 cyl,SUV, 4 Doors, 5 Seats,23990
Holden,2018,Colorado,Qld 4x4 Pty Ltd,2018 Holden Colorado LS SINGLE CAB,USED,Manual,-,Other,Diesel,-,48091,Orange / -,"Baringa, QLD",-,Ute / Tray,,,41999
Toyota,2010,Estima,Autoproject,2010 Toyota Estima Aeras,USED,Automatic,-,Other,-,-,148962,White / Black,"Braeside, VIC",-,Wagon,,,16888
Nissan,2010,Pathfinder,SUV,2010 Nissan Pathfinder ST-L (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,262000,- / -,"Sippy Downs, QLD",4 cyl,SUV, 4 Doors, 7 Seats,11997
Subaru,2006,Liberty,Sedan,2006 Subaru Liberty 2.0R,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,9.1 L / 100 km,194000,White / Black Leather,"Brooklyn, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,9999
GWM,2023,UTE,Pacific Great Wall Haval Caloundra New,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,22,White / Black,"Caloundra West, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47490
Hyundai,2012,Accent,Premium Cars Queensland,2012 Hyundai Accent RB Active Hatchback 5dr Spts Auto 4sp 1.6i,USED,Automatic,-,Front,Unleaded,-,119708,Black / -,"Geebung, QLD",-,Hatchback,,,11650
Honda,2008,Accord,Sedan,2008 Honda Accord Euro Luxury,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,8.9 L / 100 km,172050,Grey / -,"Deer Park, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,13999
Holden,2012,Caprice,Sedan,2012 Holden Caprice,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,212994,Gold / Black Leather,"Alexandra Headland, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,17990
Mazda,2015,3,Hatchback,2015 Mazda 3 SP25 GT,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.1 L / 100 km,86740,White / Black,"Caloundra West, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Mazda,2013,BT-50,Ute / Tray,2013 Mazda BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,288080,Grey / -,"Williamstown North, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,22999
Nissan,2008,Elgrand,People Mover,2008 Nissan Elgrand,USED,Automatic,"6 cyl, 3.5 L",AWD,-,-,86000,Grey / Cream,"Slacks Creek, QLD",6 cyl,People Mover, 4 Doors,,19000
Holden,2017,Colorado,Ute / Tray,2017 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,130088,White / -,"Colac West, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36990
BMW,2012,320I,Sedan,2012 BMW 320I,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,110000,Black / Black,"Oakleigh, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,19888
GWM,2023,Haval,Pacific Great Wall Haval Caloundra New,2023 GWM Haval Jolion Ultra,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,22,Blue / Black,"Caloundra West, QLD",4 cyl,SUV, 4 Doors, 5 Seats,34485
Audi,2015,A5,Centenary Motors,2015 Audi A5 S Tronic Quattro,USED,Automatic,-,Other,Premium,-,73000,Blue / Black,"Sumner, QLD",-,Coupe,,,33500
Ford,2010,Fiesta,Hatchback,2010 Ford Fiesta Econetic,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,3.7 L / 100 km,279205,Silver / -,"Rosemount, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,4950
MG,2023,ZST,Browns Plains MG New,2023 MG ZST Essence,NEW,Automatic,"3 cyl, 1.3 L",Front,-,7.3 L / 100 km,9,Black / -,"Browns Plains, QLD",3 cyl,SUV, 5 Doors, 5 Seats,33990
Mini,2010,Cooper,Hatchback,2010 Mini Cooper D,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,3.9 L / 100 km,92940,Black / Black,"Springwood, QLD",4 cyl,Hatchback, 2 Doors, 4 Seats,12999
Toyota,2006,Crown,USED Dealer ad,2006 Toyota Crown Athlete,USED,Automatic,-,Other,Premium,-,90300,White / Black,"Braeside, VIC",-,,,,17888
Toyota,2015,Kluger,SUV,2015 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.2 L / 100 km,125965,White / -,"Currimundi, QLD",6 cyl,SUV, 4 Doors, 7 Seats,27990
Toyota,2009,Estima,USED Dealer ad,2009 Toyota Estima Aeras,USED,-,-,Other,Unleaded,-,111400,White / Beige,"Braeside, VIC",-,Wagon,,,17888
GWM,2023,Haval,Kedron Haval & Great Wall Online,2023 GWM Haval Jolion Premium,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,9,White / Black Cloth,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,28490
Mini,2013,Cooper,Hatchback,2013 Mini Cooper S,USED,Manual,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,97986,Red / -,"Rocklea, QLD",4 cyl,Hatchback, 2 Doors, 4 Seats,21320
Kia,2016,Carnival,Wagon,2016 Kia Carnival Platinum,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,133561,Blue / -,"Buderim, QLD",4 cyl,Wagon, 4 Doors, 8 Seats,35111
Holden,2018,Astra,Hatchback,2018 Holden Astra R,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.8 L / 100 km,73465,Red / -,"Cheltenham, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,16490
Peugeot,2007,207,Coastal Car Talk,2007 Peugeot 207,USED,Automatic,-,Other,Unleaded,-,127104,Black / -,"Nambour, QLD",-,Hatchback,,,7000
Volkswagen,2019,Multivan,Wagon,2019 Volkswagen Multivan Black Edition,USED,Automatic,"4 cyl, 2 L",Front,Diesel,7.7 L / 100 km,58224,Grey / Black,"Maroochydore, QLD",4 cyl,Wagon, 4 Doors, 7 Seats,66990
Toyota,2008,Aurion,Sedan,2008 Toyota Aurion Sportivo SX6,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.9 L / 100 km,276545,Blue / -,"Rocklea, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,5999
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,59236,Silver / -,"Colac West, VIC",4 cyl,Ute / Tray, 4 Doors, 4 Seats,54990
Volvo,2019,XC40,SUV,2019 Volvo XC40 T4 Inscription (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.4 L / 100 km,51602,Black / -,"Noosaville, QLD",4 cyl,SUV, 4 Doors, 5 Seats,41990
Toyota,2018,C-HR,SUV,2018 Toyota C-HR (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,77416,Green / Grey & Black,"Frankston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29720
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,172063,White / -,"Keilor East, VIC",6 cyl,SUV, 4 Doors, 5 Seats,27870
Subaru,2011,Forester,SUV,2011 Subaru Forester XS,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.3 L / 100 km,170566,Blue / Black  Cloth,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,13990
Holden,2013,Colorado,SUV,2013 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,128917,Black / Cloth,"Gympie, QLD",4 cyl,SUV, 4 Doors, 7 Seats,29990
Mitsubishi,2022,Triton,Werribee Mitsubishi New,2022 Mitsubishi Triton GSR (4X4),NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,39,Black / Black Leather,"Hoppers Crossing, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,71850
Suzuki,2018,Every,"03 **** ****
",2018 Suzuki Every,USED,-,-,Other,Unleaded,-,99497,Black / Beige,"Braeside, VIC",-,,,,24888
Isuzu,2021,D-MAX,Ute / Tray,2021 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,11683,White / Black,"Gympie, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,64990
Mitsubishi,2002,Pajero,SUV,2002 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,14.6 L / 100 km,237787,- / -,"Gympie, QLD",6 cyl,SUV, 4 Doors, 7 Seats,13990
Mercedes-Benz,2018,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.1 L / 100 km,45650,Black / -,"Albion, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,35888
Mazda,2016,CX-5,USED Dealer ad,2016 Mazda CX-5 Maxx Sport,USED,-,-,Other,Diesel,-,182872,Silver / -,"Horsham, VIC",-,Wagon,,,24990
Toyota,2017,Corolla,USED Dealer ad,2017 Toyota Corolla Fielder,USED,-,-,Other,-,-,167145,Silver / -,"Moorabbin, VIC",-,Wagon,,,21950
Toyota,2000,RAV4,SUV,2000 Toyota RAV4 Edge (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Unleaded,9 L / 100 km,236487,Gold / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,7990
Jeep,2014,Patriot,SUV,2014 Jeep Patriot Sport (4X2),USED,Automatic,"4 cyl, 2 L",Rear,Premium,8.2 L / 100 km,215608,Red / Grey,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10999
GWM,2022,Haval,Noosa GWM,2022 GWM Haval Jolion Ultra,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,2013,Black / -,"Noosaville, QLD",4 cyl,SUV, 4 Doors, 5 Seats,33400
Hyundai,2015,Veloster,Hatchback,2015 Hyundai Veloster SR Turbo,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.9 L / 100 km,54200,Yellow / Black,"Chermside, QLD",4 cyl,Hatchback, 3 Doors, 4 Seats,23999
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,150319,White / -,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,16990
BMW,2012,3,USED Dealer ad,2012 BMW 3 Series 28i,USED,Automatic,-,Other,Unleaded,-,116234,Black / -,"Springwood, QLD",-,,,,21990
Suzuki,2022,Baleno,Hatchback,2022 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,30870,Grey / Black,"Launceston, TAS",4 cyl,Hatchback, 4 Doors, 5 Seats,19990
Hyundai,2023,Palisade,Westpoint Autos Hyundai New Cars,2023 Hyundai Palisade Highlander (7 Seat),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,20,Grey / Black Nappa Leather,"Indooroopilly, QLD",4 cyl,SUV, 4 Doors, 7 Seats,86733
Ford,2019,Endura,SUV,2019 Ford Endura Titanium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.7 L / 100 km,55812,Blue / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,34990
Holden,2018,Astra,USED Dealer ad,2018 Holden Astra LTZ,USED,Automatic,-,Front,Unleaded,-,56569,Silver / -,"Launceston, TAS",-,,,,19990
Suzuki,2022,Ignis,Q Suzuki - New,2022 Suzuki Ignis GL,NEW,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,0,Red / -,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25180
Kia,2022,Carnival,Wagon,2022 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,6.5 L / 100 km,16097,Silver / Black,"Launceston, TAS",4 cyl,Wagon, 4 Doors, 8 Seats,51990
Mercedes-Benz,2018,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,5.7 L / 100 km,42337,Grey / 2018/08,"Albion, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,44950
Nissan,2017,Navara,Ute / Tray,2017 Nissan Navara ST-X (4X4) (sunroof),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,86575,White / Black,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43990
Mitsubishi,2008,Triton,Ute / Tray,2008 Mitsubishi Triton GLX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,312286,White / Grey,"Laverton North, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,9999
MG,2022,ZS,Oldmac MG New,2022 MG ZS EV Excite,NEW,Automatic,0 L,Front,Electric,0 L / 100 km,10,Red / -,"Cleveland, QLD",0 L,SUV, 4 Doors, 5 Seats,46990
Kia,2014,Sportage,SUV,2014 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.8 L / 100 km,137044,Grey / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,14990
Holden,2012,Commodore,Wagon,2012 Holden Commodore SV6 Z-Series,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,140148,Red / Black,"Warrnambool, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,19990
Holden,2009,Commodore,Ute / Tray,2009 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,164041,Blue / Black,"Camdale, TAS",8 cyl,Ute / Tray, 2 Doors, 2 Seats,26990
Hyundai,2009,I30,Hatchback,2009 Hyundai I30 SLX,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,190785,White / Black,"Hendra, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,37858,Black / 2019/09,"Albion, QLD",4 cyl,SUV, 4 Doors, 5 Seats,28990
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger Wildtrak X 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,62182,White / Black,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,59990
Mazda,2023,CX-8,Mount Gravatt Mazda New,2023 Mazda CX-8 G25 Asaki (fwd),NEW,Automatic,"4 cyl, 2.5 L",Front,-,8.1 L / 100 km,25,Black / -,"Mount Gravatt, QLD",4 cyl,SUV, 4 Doors, 7 Seats,65888
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,141410,Red / Grey,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47990
GWM,2022,Haval,Hillcrest GWM HAVAL,2022 GWM Haval Jolion Ultra Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,5 L / 100 km,10,Black / -,"Hillcrest, QLD",4 cyl,SUV, 4 Doors, 5 Seats,41485
Ford,2008,Ranger,Ute / Tray,2008 Ford Ranger XLT (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,186236,White / Black,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18990
Kia,2022,Sorento,SUV,2022 Kia Sorento S 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.7 L / 100 km,1473,White / Black,"Launceston, TAS",6 cyl,SUV, 4 Doors, 7 Seats,49990
Audi,2009,A3,Convertible,2009 Audi A3 2.0 Tfsi Ambition,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.6 L / 100 km,137905,Grey / -,"Laverton North, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,19990
Isuzu,2019,MU-X,SUV,2019 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1 L / 100 km,102941,White / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 7 Seats,34990
Holden,2013,Malibu,Sedan,2013 Holden Malibu CDX,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8 L / 100 km,154209,Silver / -,"Eagle Farm, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,11990
Kia,2017,Sportage,SUV,2017 Kia Sportage SI Premium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,98761,Grey / Black,"Camdale, TAS",4 cyl,SUV, 4 Doors, 5 Seats,25990
Holden,2012,Barina,Hatchback,2012 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.7 L / 100 km,117974,Blue / Black,"Woodridge, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,9990
Skoda,2018,Karoq,SUV,2018 Skoda Karoq 1.5 110TSI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,35508,White / Black,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,33990
Mitsubishi,2018,ASX,SUV,2018 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,39810,Black / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25790
Holden,2010,Commodore,Wagon,2010 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3 L / 100 km,322282,White / -,"West Footscray, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,8999
Ssangyong,2023,Musso,Bay City HSV & Suzuki,2023 Ssangyong Musso Ultimate LUX,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,22,White / Black,"Frankston, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,46685
Audi,2018,Q5,SUV,2018 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5 L / 100 km,134941,Silver / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,36990
Mitsubishi,2003,Express,Commercial,2003 Mitsubishi Express MWB,USED,Automatic,"4 cyl, 2.4 L",Rear,Unleaded,11 L / 100 km,187052,White / -,"Williamstown, VIC",4 cyl,Commercial, 2 Doors, 2 Seats,11999
Holden,2019,Equinox,SUV,2019 Holden Equinox LS Plus (fwd) (5YR),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.9 L / 100 km,88529,Red / -,"Stafford, QLD",4 cyl,SUV, 4 Doors, 5 Seats,13990
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,179369,Black / Black,"Launceston, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
Mazda,2007,6,Hatchback,2007 Mazda 6 Luxury Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,167875,Silver / -,"Bentleigh East, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,9990
Mitsubishi,2006,Delica,Motorman Imports,2006 Mitsubishi Delica ACTIVE FIELD EDITION,USED,Automatic,-,Other,-,-,110000,Silver / Black,"Slacks Creek, QLD",-,Wagon,,,23000
Hyundai,2022,Kona,SUV,2022 Hyundai Kona N Line Premium TTR (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.9 L / 100 km,11911,White / -,"Warrnambool, VIC",4 cyl,SUV, 4 Doors, 5 Seats,44990
Toyota,2005,Corolla,Hatchback,2005 Toyota Corolla Ascent Seca,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,8 L / 100 km,207000,- / -,"Brooklyn, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,6499
Suzuki,2022,Vitara,SUV,2022 Suzuki Vitara Turbo,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,9031,Black / Black,"Camdale, TAS",4 cyl,SUV, 4 Doors, 5 Seats,33990
Ssangyong,2022,Musso,Cricks Highway New & Demo,2022 Ssangyong Musso Ultimate,DEMO,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,10,Red / Black,"Springwood, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43685
Toyota,2008,Landcruiser,SUV,2008 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,242332,White / -,"Launceston, TAS",8 cyl,SUV, 4 Doors, 8 Seats,49990
Jeep,2008,Compass,SUV,2008 Jeep Compass Sport,USED,Manual,"4 cyl, 2.4 L",4WD,Unleaded,8.7 L / 100 km,255342,Gold / -,"Wacol, QLD",4 cyl,SUV, 4 Doors, 5 Seats,5999
Toyota,2017,RAV4,SUV,2017 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7 L / 100 km,142881,White / Black,"Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25950
Skoda,2022,Scala,Hatchback,2022 Skoda Scala Ambition 85TSI,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,1500,White / Black,"Devonport, TAS",3 cyl,Hatchback, 5 Doors, 5 Seats,29990
Kia,2008,Sportage,SUV,2008 Kia Sportage LX (fwd),USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,181572,Silver / -,"Coopers Plains, QLD",4 cyl,SUV, 4 Doors, 5 Seats,4990
Nissan,2019,Navara,Ute / Tray,2019 Nissan Navara ST-X (4X4) (leather Trim),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,49136,Grey / Black,"Warrnambool, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50990
Ford,2008,Ranger,Ute / Tray,2008 Ford Ranger XL (4X2),USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8.2 L / 100 km,87440,White / -,"Archerfield, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,14999
Audi,2017,Q5,SUV,2017 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.4 L / 100 km,60153,Black / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,41990
Mazda,2013,3,Hatchback,2013 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,139198,Black / Cloth,"Moorooka, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
GWM,2023,Haval,Hillcrest GWM HAVAL,2023 GWM Haval Jolion LUX,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,466,White / Black,"Hillcrest, QLD",4 cyl,SUV, 4 Doors, 5 Seats,29820
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,80000,White / -,"South Burnie, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40990
